1329397200,0,0
1329397200,40.7683,-73.9575
1329397200,40.7677,-73.9532
1329397200,40.7609,-73.9712
1329397200,40.7464,-73.9777
1329397200,40.7306,-73.9923
1329397200,40.7506,-73.9738
1329397200,40.7667,-73.9803
1329397200,40.7388,-74.0083
1329397200,40.7565,-73.9791
1329397200,40.779,-73.954
1329397200,40.7647,-73.9727
1329397200,40.7774,-73.9594
1329397200,40.756,-73.9829
1329397200,40.6945,-73.8117
1329397200,40.7565,-73.9864
1329397200,40.7569,-73.9859
1329397200,40.7428,-74.0003
1329397200,40.7535,-73.9777
1329397200,40.7551,-73.9989
1329397200,0,0
1329397200,40.7831,-73.9444
1329397200,40.7514,-73.9942
1329397200,40.7395,-73.9825
1329397200,40.7558,-73.9818
1329397200,40.7521,-73.9695
1329397200,40.7116,-74.0147
1329397200,40.7732,-73.9608
1329397200,40.7515,-73.9678
1329397200,40.7846,-73.9736
1329397200,40.7513,-73.994
1329397200,40.7586,-73.979
1329397200,40.7907,-73.9536
1329397200,40.7549,-73.9833
1329397200,40.7575,-73.9936
1329397200,40.7519,-73.9789
1329397200,40.7501,-73.9744
1329397200,40.7658,-73.9803
1329397200,40.7539,-73.9773
1329397200,40.7627,-73.9658
1329397200,40.7465,-74.0013
1329397200,40.714,-74.0083
1329397200,40.7482,-73.9763
1329397200,40.7722,-73.9468
1329397200,40.7401,-73.9843
1329397200,40.7741,-73.8728
1329397200,40.7664,-73.9604
1329397200,40.7295,-73.9934
1329397200,40.7493,-73.9955
1329397200,40.7654,-73.9549
1329397200,40.7466,-74.0034
1329397200,40.7825,-73.9827
1329397200,40.6867,-73.8468
1329397200,40.7449,-74.0026
1329397200,40.7563,-73.9789
1329397200,40.646,-73.7903
1329397200,40.7301,-73.9983
1329397200,40.7642,-73.976
1329397200,0,0
1329397200,40.7389,-73.9957
1329397200,40.7602,-73.9718
1329397200,40.7451,-73.9785
1329397200,40.7585,-73.9818
1329397200,40.787,-73.9719
1329397200,40.7615,-73.9751
1329397200,40.7801,-73.9769
1329397200,40.7692,-73.9673
1329397200,40.7487,-73.9885
1329397200,40.7448,-73.9854
1329397200,40.8007,-73.9655
1329397200,40.7452,-74.0085
1329397200,40.7259,-73.9897
1329397200,40.7542,-73.9846
1329397200,40.7574,-73.9784
1329397200,40.7741,-73.8717
1329397200,40.7649,-73.966
1329397200,40.7637,-73.9741
1329397200,40.7452,-73.995
1329397200,40.7416,-73.9812
1329397200,40.771,-73.9832
1329397200,40.7763,-73.9795
1329397200,40.8068,-73.9647
1329397200,40.7654,-73.9811
1329397200,40.7697,-73.9881
1329397200,40.7734,-73.9493
1329397200,40.7837,-73.9545
1329397200,40.7161,-73.9919
1329397200,40.7903,-73.9752
1329397200,40.7535,-73.9726
1329397200,40.7401,-73.9949
1329397200,40.7551,-73.9714
1329397200,40.7614,-73.9699
1329397200,40.7819,-73.9603
1329397200,40.7354,-73.9855
1329397200,40.7252,-73.9999
1329397200,40.7222,-74.0037
1329397200,40.7848,-73.9809
1329397200,40.7338,-73.9807
1329397200,40.7321,-74.0078
1329397200,40.7691,-73.9633
1329397200,40.7676,-73.9532
1329397200,40.7453,-73.977
1329397200,40.7695,-73.965
1329397200,40.7726,-73.9897
1329397200,40.7635,-73.9818
1329397200,40.7561,-73.9859
1329397200,40.742,-74.0009
1329397200,40.6448,-73.7818
1329397200,40.7825,-73.981
1329397200,40.7473,-73.9813
1329397200,40.7841,-73.9786
1329397200,40.7647,-73.9643
1329397200,40.7656,-73.9527
1329397200,40.7808,-73.9725
1329397200,40.7349,-73.9906
1329397200,40.7737,-73.8709
1329397200,40.7665,-73.9783
1329397200,40.7758,-73.9624
1329397200,40.8304,-73.8964
1329397200,40.7502,-73.9918
1329397200,40.7451,-74.0089
1329397200,40.7288,-74.007
1329397200,40.7407,-73.9892
1329397200,40.7638,-73.9963
1329397200,40.7595,-73.9651
1329397200,40.7307,-73.9829
1329397200,40.7451,-73.9986
1329397200,40.771,-73.966
1329397200,40.7626,-73.9933
1329397200,40.7201,-74.0053
1329397200,0,0
1329397200,40.7414,-73.9856
1329397200,40.7453,-73.9925
1329397200,40.7551,-73.9925
1329397200,40.7745,-73.9482
1329397200,40.7479,-74.0003
1329397200,40.7206,-74.0101
1329397200,40.7605,-73.9731
1329397200,40.7578,-73.9859
1329397200,40.7821,-73.9537
1329397200,40.7567,-73.9864
1329397200,40.702,-74.0102
1329397200,40.7431,-73.986
1329397200,40.7589,-73.9796
1329397200,40.7417,-74.0047
1329397200,40.7813,-73.9539
1329397200,40.7866,-73.9722
1329397200,40.7326,-73.9849
1329397200,40.7485,-73.971
